lat,lon,ccf,gdp_weight,cloud_norm,gdp_norm,combined_score
41.445,63.252695414791056,0.40775,0.0010829164579581896,0.3385179762197774,0.003998659819150119,0.3385179762197774
37.445,15.29524370954115,0.41625,0.0,0.3235509916533217,0.0,0.3235509916533217
35.445,100.68645719362499,0.4198333333333333,0.17655739681395888,0.317241380512561,0.6519366874752756,0.317241380512561
46.0,74.79946569302346,0.4214166666666667,0.0027456006684231167,0.31445341279920136,0.0101381071379738,0.31445341279920136
-34.555,-57.330120185214305,0.42775,0.0,0.30330154194576375,0.0,0.30330154194576375
-22.555,147.40102976036718,0.4298333333333333,0.016550286373595825,0.2996331633755541,0.06111179180183858,0.2996331633755541
10.0,-64.0,0.43825,0.0011284849254239715,0.2848129139519068,0.004166920998058813,0.2848129139519068
78.555,-61.3288874071043,0.4398333333333333,7.426754773985656e-06,0.28202494623854735,2.7423228895616567e-05,0.28202494623854735
-6.0,-36.55841458910053,0.4435833333333334,0.020589363680353433,0.27542186481216957,0.07602605043581004,0.27542186481216957
40.0,0.0,0.4454166666666665,0.0162549772843329,0.27219369167038543,0.06002136549906365,0.27219369167038543
29.445,-92.0,0.4494166666666667,0.0,0.2651504048155824,0.0,0.2651504048155824
42.555,121.25269541479106,0.4515,0.17655739681395888,0.26148202624537265,0.6519366874752756,0.26148202624537265
21.445,94.0,0.4546666666666667,0.000697687382813736,0.2559060908186538,0.00257620473258428,0.2559060908186538
-14.555,141.4276430159236,0.4555833333333333,0.0,0.25429200424776166,0.0,0.25429200424776166
-18.0,177.41606463334384,0.4639166666666667,5.6216807485413467e-05,0.23961848996692248,0.00020758008394909766,0.23961848996692248
-22.0,-49.40102976036717,0.465,0.020589363680353433,0.23771093311041347,0.07602605043581004,0.23771093311041347
41.445,84.74730458520894,0.4708333333333334,0.17655739681395888,0.22743947311382606,0.6519366874752756,0.22743947311382606
-15.445,36.577736050338984,0.47875,0.00021424991576507089,0.21349963454702903,0.0007911159934178075,0.21349963454702903
33.445,-83.3301201852143,0.4957500000000001,0.27081985038419554,0.18356566541411734,0.9999999963075084,0.18356566541411734
-17.445,-58.0,0.4989999999999999,0.0005169550821933131,0.17784299484459054,0.0019088522482790249,0.17784299484459054
-44.555,-65.22796495440387,0.5105833333333334,0.0,0.157446809994224,0.0,0.157446809994224
43.445,51.22796495440388,0.5174166666666667,0.0027456006684231167,0.14541452828393597,0.0101381071379738,0.14541452828393597
15.445,78.0,0.51975,0.03682925310042371,0.14130594428530108,0.13599170412428999,0.14130594428530108
68.555,-35.48250336570281,0.53025,7.426754773985656e-06,0.12281731629144399,2.7423228895616567e-05,0.12281731629144399
-22.0,165.40102976036718,0.53075,0.0,0.12193690543459357,0.0,0.12193690543459357
6.555,26.55841458910053,0.53175,7.426754773985656e-06,0.12017608372089306,2.7423228895616567e-05,0.12017608372089306
62.0,-45.18293753993963,0.5379999999999999,7.426754773985656e-06,0.10917094801026395,2.7423228895616567e-05,0.10917094801026395
-41.445,173.25269541479105,0.5433333333333333,0.002450695764198355,0.09977989887052685,0.009049173285017805,0.09977989887052685
66.555,125.36539341858624,0.5470833333333333,0.02047646294772645,0.09317681744414952,0.07560916543993573,0.09317681744414952
-8.555,-52.0,0.5473333333333333,0.020589363680353433,0.09273661201572414,0.07602605043581004,0.09273661201572414
-10.0,124.0,0.5493333333333333,0.013152459416100087,0.08921496858832278,0.04856534463362325,0.08921496858832278
46.0,38.0,0.5494166666666667,0.02047646294772645,0.08906823344551418,0.07560916543993573,0.08906823344551418
39.445,-96.0,0.5557500000000001,0.27081985038419554,0.07791636259207657,0.9999999963075084,0.07791636259207657
78.555,-84.0,0.55875,0.02113395418721238,0.07263389745097482,0.07803694625484058,0.07263389745097482
