lat,lon,cloud_amount
-84.5,25.714287,11.4
-84.5,36.0,8.4
-84.5,46.285713,5.5
-84.5,56.571426,4.4
-84.5,66.85715,4.5
-84.5,77.14285,4.800000000000001
-84.5,87.42857,4.1000000000000005
-84.5,97.71428,5.2
-84.5,108.0,7.2
-84.5,118.28572,8.5
-84.5,128.57144,13.0
-84.5,138.85715,18.6
-84.5,149.14285,22.5
-84.5,159.42859,53.6
-84.5,169.7143,87.10000000000001
-84.5,180.0,90.2
-84.5,190.2857,89.7
-84.5,200.57144,77.80000000000001
-84.5,210.85715,66.10000000000001
-84.5,221.14285,63.7
-84.5,231.42859,57.2
-84.5,241.7143,46.900000000000006
-84.5,252.0,36.0
-84.5,262.2857,27.6
-84.5,272.5714,29.400000000000002
-84.5,282.85715,36.4
-84.5,293.14285,51.1
-84.5,303.42856,50.400000000000006
-84.5,313.7143,50.6
-84.5,324.0,44.2
-84.5,334.2857,32.7
-84.5,344.5714,28.1
-84.5,354.85715,21.5
-83.5,4.390244,19.6
-83.5,13.1707325,17.3
-83.5,21.95122,13.0
-83.5,30.731709,10.9
-83.5,39.512196,7.2
-83.5,48.292683,4.9
-83.5,57.07317,2.7
-83.5,65.85366,1.9000000000000001
-83.5,74.63415,3.0
-83.5,83.414635,3.2
-83.5,92.19512,3.6
-83.5,100.97561,4.9
-83.5,109.756096,6.0
-83.5,118.53658,8.200000000000001
-83.5,127.31708,10.8
-83.5,136.09756,14.0
-83.5,144.87805,17.0
-83.5,153.65854,36.7
-83.5,162.43903,86.80000000000001
-83.5,171.21951,85.7
-83.5,180.0,83.80000000000001
-83.5,188.78049,85.5
-83.5,197.56097,81.80000000000001
-83.5,206.34146,57.400000000000006
-83.5,215.12195,57.800000000000004
-83.5,223.90244,57.1
-83.5,232.68292,56.400000000000006
-83.5,241.46341,50.400000000000006
-83.5,250.2439,44.300000000000004
-83.5,259.02438,31.700000000000003
-83.5,267.80487,29.200000000000003
-83.5,276.5854,31.3
-83.5,285.36584,38.900000000000006
-83.5,294.14636,44.300000000000004
-83.5,302.92682,77.80000000000001
-83.5,311.70734,59.5
-83.5,320.4878,55.7
-83.5,329.2683,50.800000000000004
-83.5,338.04877,35.6
-83.5,346.82928,31.8
-83.5,355.60974,23.1
-82.5,3.8297873,23.0
